course_code,course_name,department,teacher,credits,enrollment,class_capacity,teaching_class,campus,course_type,schedule_text,has_virtual_schedule,is_weekend_course,time_bucket
FOST8018,农产品深加工与综合利用(研）,研究生院,魏新林,2.0,0,3.0,FOST8018-150-M01,闵行,nan,星期一第1-2节{2-17周},False,False,morning
HORT8013,现代生物技术(研）,研究生院,王传德,2.0,0,3.0,HORT8013-150-M01,闵行,nan,星期一第1-2节{2-17周},False,False,morning
ICE6503,量子保密通信(研）,研究生院,曾贵华,2.0,0,10.0,ICE6503-03400-,闵行,nan,星期一第1-2节{2-17周},False,False,morning
IST9002,卫星导航原理与前沿技术(研）,研究生院,项艳,2.0,1,10.0,IST9002-035-M01,闵行,nan,星期一第1-2节{2-17周},False,False,morning
AE4407,计算流体力学基础,航空航天学院,李伟鹏,3.0,21,25.0,(2025-2026-1)-AE4407-01,闵行,限选,星期一第1-3节{1-16周},False,False,morning
PUM2374,当代国家理论,国际与公共事务学院,陈尧,3.0,26,35.0,(2025-2026-1)-PUM2374-01,闵行,必修,星期一第1-3节{1-16周},False,False,morning
PUM4359,第三部门概论,国际与公共事务学院,徐家良,3.0,21,46.0,(2025-2026-1)-PUM4359-01,闵行,"必修,限选",星期一第1-3节{1-16周},False,False,morning
ECON2403,中级宏观经济学,安泰经济与管理学院,范纯增,3.0,28,28.0,(2025-2026-1)-ECON2403-03,闵行,"必修,限选",星期一第1-3节{1-16周},False,False,morning
ECON2403,中级宏观经济学,安泰经济与管理学院,徐玏,3.0,28,28.0,(2025-2026-1)-ECON2403-05,闵行,"必修,限选",星期一第1-3节{1-16周},False,False,morning
ECON2403,中级宏观经济学,安泰经济与管理学院,钱军辉,3.0,28,28.0,(2025-2026-1)-ECON2403-01,闵行,"必修,限选",星期一第1-3节{1-16周},False,False,morning
ECON3605,国际投资学,安泰经济与管理学院,陆蓓,3.0,9,15.0,(2025-2026-1)-ECON3605-03,闵行,必修,星期一第1-3节{1-16周},False,False,morning
PUM2321,管理学原理（B类）,国际与公共事务学院,黄晖,3.0,17,35.0,(2025-2026-1)-PUM2321-01,闵行,必修,星期一第1-3节{1-16周},False,False,morning
PE4201,机械与动力仿真实践（能动类）,机械与动力工程学院,刘应征,4.0,20,20.0,(2025-2026-1)-PE4201-01,闵行,必修,星期一第3-4节{1-16周};星期三第1-2节{1-16周},False,False,morning
MSE4411,临床诊疗用智能材料和技术,材料科学与工程学院,陶可,3.0,17,15.0,(2025-2026-1)-MSE4411-01,闵行,限选,星期一第3-4节{1-16周};星期四第7-8节{1-15周(单)},False,False,morning
TE4707,智能交通系统,船舶海洋与建筑工程学院,倪安宁,2.0,5,18.0,(2025-2026-1)-TE4707-01,闵行,限选,星期一第3-4节{1-8周};星期四第3-4节{1-8周},False,False,morning
CHN0310J,汉语三（上）,密西根学院,仇宽永,2.0,0,20.0,(2025-2026-1)-CHN0310J-01,闵行,限选,星期一第3-4节{7周};星期一第1-4节{1-6周};星期三第1-2节{1-7周},False,False,morning
FL1812P,初级法语语法（1）,巴黎卓越工程师学院,Louis ARANDEL,6.0,0,25.0,(2025-2026-1)-FL1812P-07,闵行,必修,星期一第3-4节{5-16周};星期二第7-8节{5-16周};星期四第7-8节{5-16周};星期五第7-8节{5-16周},False,False,morning
LAW3320,国际经济法,凯原法学院,沈伟,2.0,74,72.0,(2025-2026-1)-LAW3320-01,徐汇,必修,星期一第3-4节{1-8周};星期四第3-4节{1-8周},False,False,morning
AI4702,网络智能优化,自动化与感知学院,段晓明,2.0,30,30.0,(2025-2026-1)-AI4702-01,闵行,限选,星期一第3-4节{1-8周};星期四第3-4节{1-8周},False,False,morning
ASCI2302,动物学,农业与生物学院,李新红,2.5,9,26.0,(2025-2026-1)-ASCI2302-01,闵行,必修,星期一第3-4节{1-8周};星期二第6-8节{3-8周};星期五第9-10节{1-8周},False,False,morning
AU7033,仿生机器人(研）,研究生院,马卓晨,2.0,0,10.0,AU7033-032-M01,闵行,nan,星期一第3-4节{1-8周};星期三第3-4节{1-8周},False,False,morning
NIS3368,安全开发模型及安全编程,计算机学院,马颖华,2.0,27,50.0,(2025-2026-1)-NIS3368-01,闵行,必修,星期一第3-4节{1-8周};星期四第3-4节{1-8周},False,False,morning
NIS3368,安全开发模型及安全编程,计算机学院,唐俊华,2.0,49,50.0,(2025-2026-1)-NIS3368-02,闵行,必修,星期一第3-4节{1-8周};星期四第3-4节{1-8周},False,False,morning
NIS4346,数字图像处理,计算机学院,孙锬锋,2.0,24,50.0,(2025-2026-1)-NIS4346-01,闵行,限选,星期一第3-4节{1-8周};星期四第3-4节{1-8周},False,False,morning
CE4618,钢结构设计,船舶海洋与建筑工程学院,龚景海,2.0,8,25.0,(2025-2026-1)-CE4618-01,闵行,限选,星期一第3-4节{1-8周};星期四第7-8节{1-8周},False,False,morning
CHEM4703,高分子科学导论,化学化工学院,郭晓霞,1.0,9,30.0,(2025-2026-1)-CHEM4703-01,闵行,限选,星期一第3-4节{1-8周},False,False,morning
ECOL2302,生态学,农业与生物学院,安渊,2.0,10,29.0,(2025-2026-1)-ECOL2302-01,闵行,必修,星期一第3-4节{1-8周};星期三第1-2节{1-8周},False,False,morning
EE4313,电网数字化保护控制技术及应用,电气工程学院,郑晓冬,2.0,25,25.0,(2025-2026-1)-EE4313-01,闵行,限选,星期一第3-4节{1-8周};星期三第1-2节{1-8周},False,False,morning
EST2502,模拟电子技术,电子信息与电气工程学院,殳国华,2.0,70,70.0,(2025-2026-1)-EST2502-01,闵行,必修,星期一第3-4节{1-8周};星期四第9-10节{1-8周},False,False,morning
ME4406P,机械原理与设计,巴黎卓越工程师学院,赵林川,2.0,0,29.0,(2025-2026-1)-ME4406P-01,闵行,"必修,限选",星期一第3-4节{1-8周};星期三第1-2节{1-8周},False,False,morning
ICE3319,计算通信理论,集成电路学院（信息与电子工程学院）,陈智勇,2.0,17,17.0,(2025-2026-1)-ICE3319-01,闵行,限选,星期一第3-4节{1-8周};星期四第7-8节{1-8周},False,False,morning
ICE3319,计算通信理论,集成电路学院（信息与电子工程学院）,何大治,2.0,17,17.0,(2025-2026-1)-ICE3319-02,闵行,限选,星期一第3-4节{1-8周};星期四第7-8节{1-8周},False,False,morning
ICE4411P,信息与编码原理,巴黎卓越工程师学院,邱思琦,2.0,0,30.0,(2025-2026-1)-ICE4411P-01,闵行,限选,星期一第3-4节{1-8周};星期四第1-2节{1-8周},False,False,morning
MECH4506,流场测量理论与技术,船舶海洋与建筑工程学院,宫兆新,2.0,34,36.0,(2025-2026-1)-MECH4506-01,闵行,必修,星期一第3-4节{1-8周};星期三第1-2节{1-8周},False,False,morning
MSE4405,复合材料设计原理与力学,材料科学与工程学院,王立强,2.0,16,15.0,(2025-2026-1)-MSE4405-01,闵行,限选,星期一第3-4节{1-8周};星期四第7-8节{1-8周},False,False,morning
PHAR3202,生药学,药学院,王梦月,2.0,35,35.0,(2025-2026-1)-PHAR3202-01,闵行,必修,星期一第3-4节{1-8周};星期四第3-4节{1-8周},False,False,morning
GE6001,学术写作、规范与伦理（研）,研究生院,田园,1.0,0,5.0,GE6001-13000-X01,徐汇,nan,星期一第3-4节{2-9周},False,False,morning
PHY2302P,工程物理与化学基础（2）,巴黎卓越工程师学院,袁怡佳,6.0,0,108.0,(2025-2026-1)-PHY2302P-01,闵行,必修,"星期一第3-4节{1-16周};星期二第6-6节{1-9周,11-16周};星期四第3-4节{1-15周(单)}",False,False,morning
JC8607,进阶数字影视制作(研）,研究生院,花晖,2.0,0,10.0,JC8607-200-M01,闵行,nan,星期一第3-4节{12周};星期一第3-5节{2-11周},False,False,morning
MECH3529,实验固体力学							,船舶海洋与建筑工程学院,陈巨兵,3.0,24,26.0,(2025-2026-1)-MECH3529-01,闵行,必修,星期一第3-4节{1-12周};星期三第1-2节{1-12周},False,False,morning
CS1953,程序设计(A类),致远学院,翁惠玉,5.0,28,28.0,(2025-2026-1)-CS1953-01,闵行,必修,星期一第3-4节{1-12周};星期四第1-2节{1-12周};星期四第11-12节{1-16周},False,False,evening
CS3953,计算机网络,致远学院,朱燕民,3.0,21,31.0,(2025-2026-1)-CS3953-01,闵行,限选,星期一第3-4节{1-12周};星期四第1-2节{1-12周},False,False,morning
CS4308,计算复杂性,计算机学院,傅育熙,3.0,14,54.0,(2025-2026-1)-CS4308-01,闵行,限选,星期一第3-4节{1-12周};星期四第1-2节{1-12周},False,False,morning
MECH2529,工程力学,船舶海洋与建筑工程学院,陶昉敏,3.0,20,20.0,(2025-2026-1)-MECH2529-02,闵行,必修,星期一第3-4节{1-12周};星期三第1-2节{1-12周},False,False,morning
MECH2529,工程力学,船舶海洋与建筑工程学院,李红云,3.0,20,20.0,(2025-2026-1)-MECH2529-01,闵行,必修,星期一第3-4节{1-12周};星期三第1-2节{1-12周},False,False,morning
EST2505,模拟电子技术,电子信息与电气工程学院,蒋乐天,3.0,70,70.0,(2025-2026-1)-EST2505-03,闵行,必修,星期一第3-4节{1-12周};星期四第1-2节{1-12周},False,False,morning
EST2505,模拟电子技术,电子信息与电气工程学院,莫亭亭,3.0,64,70.0,(2025-2026-1)-EST2505-04,闵行,必修,星期一第3-4节{1-12周};星期四第1-2节{1-12周},False,False,morning
FOST4401,食品营养学,农业与生物学院,盛漪,3.0,14,20.0,(2025-2026-1)-FOST4401-01,闵行,必修,星期一第3-4节{1-12周};星期四第3-4节{1-12周},False,False,morning
IE3201,生产计划与控制,机械与动力工程学院,郑美妹,3.0,56,61.0,(2025-2026-1)-IE3201-01,闵行,必修,星期一第3-4节{1-12周};星期四第3-4节{1-12周},False,False,morning
MSE4406,金属材料强韧化及组织调控,材料科学与工程学院,孙锋,3.0,15,15.0,(2025-2026-1)-MSE4406-01,闵行,限选,星期一第3-4节{1-12周};星期四第7-8节{1-12周},False,False,morning
TC4960J,高级科技写作与交流,密西根学院,魏伊华,2.0,0,20.0,(2025-2026-1)-TC4960J-01,闵行,必修,星期一第3-4节{1-12周};星期三第3-4节{1-7周},False,False,morning
TC4960J,高级科技写作与交流,密西根学院,Tom Bowden,2.0,0,20.0,(2025-2026-1)-TC4960J-02,闵行,必修,星期一第3-4节{1-12周};星期三第3-4节{1-7周},False,False,morning
CHN0320J,汉语三（下）,密西根学院,仇宽永,2.0,0,20.0,(2025-2026-1)-CHN0320J-01,闵行,限选,星期一第3-4节{13周};星期一第1-4节{8-12周};星期三第1-2节{8-12周},False,False,morning
CE3630,土力学与基础工程,船舶海洋与建筑工程学院,张璐璐,4.0,16,25.0,(2025-2026-1)-CE3630-01,闵行,必修,星期一第3-4节{1-16周};星期四第3-4节{1-16周},False,False,morning
STAT4060J,统计与数据科学的计算方法,密西根学院,张艾琳,4.0,0,20.0,(2025-2026-1)-STAT4060J-01,闵行,限选,星期一第3-4节{1-14周};星期三第3-4节{1-14周};星期五第3-4节{1-13周(单)},False,False,morning
ECE3340J,光学原理,密西根学院,吴继刚,4.0,0,20.0,(2025-2026-1)-ECE3340J-01,闵行,限选,星期一第3-4节{1-14周};星期三第3-4节{1-14周};星期五第3-4节{1-13周(单)},False,False,morning
ECE4550J,数字通信信号与系统,密西根学院,韩充,4.0,0,20.0,(2025-2026-1)-ECE4550J-01,闵行,限选,星期一第3-4节{1-14周};星期三第3-4节{1-14周};星期五第3-4节{1-13周(单)},False,False,morning
ECE4770J,算法导论,密西根学院,Manuel Cha,4.0,0,20.0,(2025-2026-1)-ECE4770J-01,闵行,限选,"星期一第3-4节{1-14周};星期三第3-4节{1-14周};星期五第3-4节{9周,13周}",False,False,morning
ECE6303J,光学与光子学,研究生院,陈松良,3.0,0,5.0,ECE6303J-37000-M01,闵行,nan,星期一第3-4节{1-14周};星期三第3-4节{1-14周},False,False,morning
MSE6601J,软物质物理导论(研）,研究生院,郭云龙,3.0,0,5.0,MSE6601J-37000-M01,闵行,nan,星期一第3-4节{1-14周};星期三第3-4节{1-14周},False,False,morning
NAOE3323,船舶快速性,船舶海洋与建筑工程学院,朱仁传,3.0,50,50.0,(2025-2026-1)-NAOE3323-01,闵行,"必修,限选",星期一第3-4节{1-15周(单)};星期四第9-10节{1-16周},False,False,morning
NAOE3323,船舶快速性,船舶海洋与建筑工程学院,汪淳,3.0,50,50.0,(2025-2026-1)-NAOE3323-02,闵行,"必修,限选",星期一第3-4节{1-15周(单)};星期四第9-10节{1-16周},False,False,morning
NAOE3346,水声信号处理,船舶海洋与建筑工程学院,杨阳,3.0,19,20.0,(2025-2026-1)-NAOE3346-01,闵行,限选,星期一第3-4节{2-16周(双)};星期三第1-2节{1-16周},False,False,morning
ICE4414P,计算机体系结构,巴黎卓越工程师学院,宋涛,3.0,0,45.0,(2025-2026-1)-ICE4414P-01,闵行,必修,星期一第3-4节{9-16周};星期二第1-2节{9-16周};星期五第7-8节{9-16周},False,False,morning
ASCI2301,动物解剖学,农业与生物学院,李新红,2.0,9,26.0,(2025-2026-1)-ASCI2301-01,闵行,必修,星期一第3-4节{9-16周};星期三第1-2节{9-16周},False,False,morning
AU6017,博弈论基础与应用(研）,研究生院,王召健,2.0,0,5.0,AU6017-032-M01,闵行,nan,星期一第3-4节{9-16周};星期四第3-4节{9-16周},False,False,morning
CE4604,建设法规,船舶海洋与建筑工程学院,史健勇,1.0,14,12.0,(2025-2026-1)-CE4604-01,闵行,必修,星期一第3-4节{9-16周},False,False,morning
EE4316,能源互联网规划、运行与交易基础,电气工程学院,贺兴,2.0,25,25.0,(2025-2026-1)-EE4316-01,闵行,限选,星期一第3-4节{9-16周};星期三第3-4节{9-16周},False,False,morning
ICE4305,现代感知技术,集成电路学院（信息与电子工程学院）,何劲,2.0,33,33.0,(2025-2026-1)-ICE4305-01,闵行,限选,星期一第3-4节{9-16周};星期四第1-2节{9-16周},False,False,morning
MSE4417,连接质量检测与控制,材料科学与工程学院,黄坚,2.0,14,15.0,(2025-2026-1)-MSE4417-01,闵行,限选,星期一第3-4节{9-16周};星期四第7-8节{9-16周},False,False,morning
MATH1229,高等数学（N）I,数学科学学院,王铭,4.0,0,40.0,(2025-2026-1)-MATH1229-01,闵行,必修,星期一第3-4节{6-16周};星期三第1-2节{6-16周};星期五第3-4节{6-16周},False,False,morning
FL1812P,初级法语语法（1）,巴黎卓越工程师学院,胡晓涵,6.0,0,21.0,(2025-2026-1)-FL1812P-02,闵行,必修,星期一第3-4节{5-16周};星期二第7-8节{5-16周};星期四第7-8节{5-16周};星期五第7-8节{5-16周},False,False,morning
FL1812P,初级法语语法（1）,巴黎卓越工程师学院,施雯,6.0,0,21.0,(2025-2026-1)-FL1812P-01,闵行,必修,星期一第3-4节{5-16周};星期二第7-8节{5-16周};星期四第7-8节{5-16周};星期五第7-8节{5-16周},False,False,morning
FL1812P,初级法语语法（1）,巴黎卓越工程师学院,毕笑,6.0,0,21.0,(2025-2026-1)-FL1812P-06,闵行,必修,星期一第3-4节{5-16周};星期二第7-8节{5-16周};星期四第7-8节{5-16周};星期五第7-8节{5-16周},False,False,morning
FL1812P,初级法语语法（1）,巴黎卓越工程师学院,刘雅秋,6.0,0,20.0,(2025-2026-1)-FL1812P-04,闵行,必修,星期一第3-4节{5-16周};星期二第7-8节{5-16周};星期四第7-8节{5-16周};星期五第7-8节{5-16周},False,False,morning
FL1812P,初级法语语法（1）,巴黎卓越工程师学院,季琬瓅,6.0,0,21.0,(2025-2026-1)-FL1812P-03,闵行,必修,星期一第3-4节{5-16周};星期二第7-8节{5-16周};星期四第7-8节{5-16周};星期五第7-8节{5-16周},False,False,morning
FL1812P,初级法语语法（1）,巴黎卓越工程师学院,王子茜,6.0,0,20.0,(2025-2026-1)-FL1812P-05,闵行,必修,星期一第3-4节{5-16周};星期二第7-8节{5-16周};星期四第7-8节{5-16周};星期五第7-8节{5-16周},False,False,morning
BUSS3528,建模与优化,安泰经济与管理学院,郑欢,2.0,45,45.0,(2025-2026-1)-BUSS3528-01,徐汇,"必修,限选",星期一第3-4节{1-16周},False,False,morning
BUSS3603,财务会计信息系统,安泰经济与管理学院,李晓荣,2.0,24,50.0,(2025-2026-1)-BUSS3603-01,徐汇,限选,星期一第3-4节{1-16周},False,False,morning
CHN2404,汉语写作（A类）（1）,人文学院,许希阳,2.0,0,30.0,(2025-2026-1)-CHN2404-02,徐汇,必修,星期一第3-4节{1-16周},False,False,morning
CHN3408,中国现代文学,人文学院,程亚丽,2.0,10,10.0,(2025-2026-1)-CHN3408-01,徐汇,必修,星期一第3-4节{1-16周},False,False,morning
CHN3421,商务汉语综合（1）,人文学院,段沫,4.0,36,36.0,(2025-2026-1)-CHN3421-01,徐汇,必修,星期一第3-4节{1-16周};星期四第7-8节{1-16周},False,False,morning
CHN1103,汉语视听说（1）,人文学院,郑飞洲,4.0,0,3.0,(2025-2026-1)-CHN1103-01,徐汇,必修,星期一第3-4节{1-16周};星期三第1-2节{1-16周},False,False,morning
PUM3401,城市规划导论,国际与公共事务学院,卢婷婷,2.0,13,25.0,(2025-2026-1)-PUM3401-01,徐汇,限选,星期一第3-4节{1-16周},False,False,morning
LAW6804,国际公法(研）,研究生院,徐小冰,2.0,0,10.0,LAW6804-19000-X01,徐汇,nan,星期一第3-4节{1-16周},False,False,morning
FL2523,德语综合（3）,外国语学院,沈吟菲,2.0,21,24.0,(2025-2026-1)-FL2523-01,闵行,必修,星期一第3-4节{1-16周},False,False,morning
PE001C32,健身健美,体育系,乐生龙,1.0,21,26.0,(2025-2026-1)-PE001C32-01,闵行,必修,星期一第3-4节{1-16周},False,False,morning
MS4403,人工智能海洋学,海洋学院,廖恩惠,3.0,6,28.0,(2025-2026-1)-MS4403-01,闵行,"交叉课程,限选",星期一第3-4节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
MATH1233,数理方法（N）,数学科学学院,杨雄锋,3.0,42,42.0,(2025-2026-1)-MATH1233-01,闵行,必修,星期一第3-4节{1-16周};星期四第3-4节{1-15周(单)},False,False,morning
PE001C36,匹克球,体育系,杨彦祥,1.0,35,34.0,(2025-2026-1)-PE001C36-01,闵行,必修,星期一第3-4节{1-16周},False,False,morning
EE3405E,电气工程原理,智慧能源创新学院,樊飞龙,3.0,63,66.0,(2025-2026-1)-EE3405E-01,闵行,必修,星期一第3-4节{1-16周};星期三第3-4节{1-8周},False,False,morning
LAW2307,刑法分论,凯原法学院,陈可倩,4.0,78,90.0,(2025-2026-1)-LAW2307-01,闵行,必修,星期一第3-4节{1-16周};星期四第3-4节{1-16周},False,False,morning
AI3619,计算机视觉,电子信息与电气工程学院,沈为,2.0,100,110.0,(2025-2026-1)-AI3619-01,闵行,必修,星期一第3-4节{1-16周},False,False,morning
SET3601G,自动控制原理,溥渊未来技术学院,李冕,3.0,37,39.0,(2025-2026-1)-SET3601G-01,闵行,必修,星期一第3-4节{1-16周};星期三第3-4节{1-15周(单)},False,False,morning
PHY2503,数学物理方法,物理与天文学院,陈列文,4.0,88,126.0,(2025-2026-1)-PHY2503-01,闵行,必修,星期一第3-4节{1-16周};星期四第7-8节{1-16周},False,False,morning
AI1811,人工智能基本原理与工程实践II（机器学习、深度学习、强化学习）,人工智能学院,陈思衡,3.0,65,82.0,(2025-2026-1)-AI1811-01,闵行,必修,星期一第3-4节{1-16周};星期四第3-4节{2-16周(双)},False,False,morning
